"geo_code","domain_supermarket_proximity","domain_supermarket_accessibility","domain_ecommerce_access","domain_socio_demographic","domain_nonsupermarket_proximity","domain_food_for_families","domain_fuel_poverty","country","country_denominator","combined","pp_dec_domain_supermarket_proximity","pp_dec_domain_supermarket_accessibility","pp_dec_domain_ecommerce_access","pp_dec_domain_socio_demographic","pp_dec_domain_nonsupermarket_proximity","pp_dec_domain_food_for_families","pp_dec_domain_fuel_poverty","pp_dec_combined"
"E01015920",11881,9922,12493,22565,5817,17768,27971,"E",32843,13643,4,4,4,7,2,6,9,5
"E01015894",22476,15361,12493,25188,10534,9006,26665,"E",32843,16361,7,5,4,8,4,3,9,5
"E01015873",19766,24821,13349,12296,17609,6236,10115,"E",32843,7081,7,8,5,4,6,2,4,3
"E01015900",29877,29610,3938,6432,24532,14872,3890,"E",32843,16965,10,10,2,2,8,5,2,6
"E01015816",15990,22127,7315,15412,13687,16519,20634,"E",32843,9759,5,7,3,5,5,6,7,3
"E01015857",12856,22857,12493,24988,14401,18921,28417,"E",32843,21026,4,7,4,8,5,6,9,7
"E01015885",10609,9920,12493,31314,8056,15347,32526,"E",32843,28735,4,4,4,10,3,5,10,9
"E01015842",31643,27672,265,127,21460,8503,1034,"E",32843,12935,10,9,1,1,7,3,1,4
"E01015825",5026,20183,4045,11986,13039,19736,9566,"E",32843,3752,2,7,2,4,4,7,3,2
"E01015846",26695,27764,21453,20508,24312,19456,19468,"E",32843,24740,9,9,7,7,8,6,6,8
"E01015919",12519,7068,13349,16440,5754,16837,11158,"E",32843,3272,4,3,5,6,2,6,4,1
"E01015876",9266,12115,13349,23443,9591,19524,18332,"E",32843,9498,3,4,5,8,3,6,6,3
"E01015824",6551,20997,4045,5280,12716,19613,5558,"E",32843,2438,2,7,2,2,4,6,2,1
"E01015907",30362,27411,13349,9714,23560,15363,5944,"E",32843,18066,10,9,5,3,8,5,2,6
"E01015891",16447,22373,13349,11619,14153,11176,12840,"E",32843,5992,6,7,5,4,5,4,4,2
"E01015896",28012,18873,4045,3476,23850,13917,3002,"E",32843,7678,9,6,2,2,8,5,1,3
"E01015887",4745,27103,4045,4759,13445,10732,1685,"E",32843,1912,2,9,2,2,5,4,1,1
"E01015844",32417,29277,4045,3427,24754,6638,4284,"E",32843,19801,10,9,2,2,8,3,2,7
"E01015868",23329,23983,4045,11545,19083,17336,7226,"E",32843,8816,8,8,2,4,6,6,3,3
"E01015830",24118,21848,14327,28953,16933,18396,28836,"E",32843,26695,8,7,5,9,6,6,9,9
"E01015814",23788,22634,7315,13497,20763,19824,16543,"E",32843,13656,8,7,3,5,7,7,6,5
"E01015840",31202,27716,13349,6062,18746,6504,4511,"E",32843,14601,10,9,5,2,6,2,2,5
"E01015870",19239,24177,13349,13578,20294,8364,9664,"E",32843,8052,6,8,5,5,7,3,3,3
"E01015847",29059,26791,21453,16775,23837,21068,12502,"E",32843,23222,9,9,7,6,8,7,4,8
"E01015869",27875,23103,13349,10087,18477,8875,8047,"E",32843,9901,9,8,5,4,6,3,3,4
"E01015856",28468,22240,3938,8953,22695,14438,6348,"E",32843,10640,9,7,2,3,7,5,2,4
"E01015909",24532,15456,14327,22761,18347,20245,25573,"E",32843,20441,8,5,5,7,6,7,8,7
"E01015888",4125,10042,7315,16510,6203,12845,18070,"E",32843,2609,2,4,3,6,2,4,6,1
"E01015858",15048,21165,14327,23624,17058,18137,22020,"E",32843,16286,5,7,5,8,6,6,7,5
"E01015821",31721,31816,12493,14794,22586,20252,15088,"E",32843,27831,10,10,4,5,7,7,5,9
"E01015864",14739,16020,7315,19357,10111,19534,19622,"E",32843,8960,5,5,3,6,4,6,6,3
"E01015853",26855,15156,13349,10004,21708,14001,15908,"E",32843,11169,9,5,5,4,7,5,5,4
"E01015852",32665,28110,3938,1101,25446,11050,1565,"E",32843,20523,10,9,2,1,8,4,1,7
"E01015855",32248,27239,3938,4501,25572,15268,2798,"E",32843,19841,10,9,2,2,8,5,1,7
"E01015914",15731,6500,14327,32643,6517,16732,26481,"E",32843,26380,5,2,5,10,2,6,9,9
"E01015862",23837,21909,13349,9872,22707,15066,5447,"E",32843,9510,8,7,5,4,7,5,2,3
"E01019531",8015,13288,8458,9551,16593,12052,6492,"E",32843,1548,3,5,3,3,6,4,2,1
"E01019576",13422,9136,8458,6290,28017,11201,10658,"E",32843,4887,5,3,3,2,9,4,4,2
"E01019551",7766,7619,16234,21987,7686,12436,25978,"E",32843,9696,3,3,5,7,3,4,8,3
"E01019556",20768,8657,8458,4428,31641,10272,4563,"E",32843,9340,7,3,3,2,10,4,2,3
"E01019554",19154,17804,18356,8664,31114,9858,7100,"E",32843,13251,6,6,6,3,10,4,3,5
"E01019545",7827,18277,16854,17567,15742,10510,17957,"E",32843,7261,3,6,6,6,5,4,6,3
"E01019553",3810,8192,18356,19718,18501,12067,12972,"E",32843,5414,2,3,6,7,6,4,4,2
"E01019593",4360,4561,23134,28575,7127,11387,20400,"E",32843,12343,2,2,8,9,3,4,7,4
"E01019582",12375,5740,16854,15079,27031,11452,16880,"E",32843,8831,4,2,6,5,9,4,6,3
"E01019578",12079,17816,955,566,20821,11813,2314,"E",32843,1219,4,6,1,1,7,4,1,1
"E01019557",19451,8141,18356,16051,8447,6564,26874,"E",32843,10036,6,3,6,5,3,2,9,4
"E01019547",8029,20509,8458,7294,15912,10627,8050,"E",32843,2187,3,7,3,3,5,4,3,1
"E01019562",15394,10238,8458,7068,12586,7884,10438,"E",32843,1227,5,4,3,3,4,3,4,1
"E01019542",27016,15439,8458,5208,16466,6029,5920,"E",32843,3919,9,5,3,2,6,2,2,2
"E01019535",3390,19424,16854,19384,12062,12283,20817,"E",32843,8333,2,6,6,6,4,4,7,3
"E01019570",27291,19464,8458,11293,15829,7153,13803,"E",32843,7905,9,6,3,4,5,3,5,3
"E01019559",19190,5796,23134,28223,8002,8355,27136,"E",32843,18915,6,2,8,9,3,3,9,6
"E01019579",25464,28285,6523,6197,31127,9523,5887,"E",32843,17359,8,9,2,2,10,3,2,6
"E01019550",7917,13231,8458,12126,12831,12750,12177,"E",32843,2260,3,5,3,4,4,4,4,1
"E01019549",3060,21994,4045,7113,9570,10163,3477,"E",32843,701,1,7,2,3,3,4,2,1
"E01019526",7962,20749,8458,13551,12978,8668,12493,"E",32843,3156,3,7,3,5,4,3,4,1
"E01019564",6020,17520,16854,19534,26870,11382,17833,"E",32843,11940,2,6,6,6,9,4,6,4
"E01019534",8836,19242,16234,14153,12941,10315,26949,"E",32843,10685,3,6,5,5,4,4,9,4
"E01019558",21069,9834,23134,28192,7314,7108,25143,"E",32843,18172,7,3,8,9,3,3,8,6
"E01019586",16700,11103,16854,24421,16539,10874,28008,"E",32843,17193,6,4,6,8,6,4,9,6
"E01019588",6697,11855,23134,30668,12993,11299,24923,"E",32843,20723,3,4,8,10,4,4,8,7
"E01019529",7845,32052,16854,13638,19347,8517,9994,"E",32843,14898,3,10,6,5,6,3,4,5
"E01019567",12255,18079,8458,6474,27792,12352,6930,"E",32843,5702,4,6,3,2,9,4,3,2
"E01019575",16584,18358,955,2477,29000,11722,757,"E",32843,4798,6,6,1,1,9,4,1,2
"E01019533",26367,9485,23134,27163,26786,9242,28806,"E",32843,26674,9,3,8,9,9,3,9,9
"E01019536",15513,16867,8458,7077,14624,9098,9572,"E",32843,2224,5,6,3,3,5,3,3,1
"E01019577",10782,14529,8458,9842,15958,11623,12333,"E",32843,2650,4,5,3,3,5,4,4,1
"E01019530",8421,18480,8458,10125,14930,11234,9872,"E",32843,2448,3,6,3,4,5,4,4,1
"E01019543",11706,23493,8458,5866,10844,4313,6726,"E",32843,1512,4,8,3,2,4,2,3,1
"E01019546",11811,22266,16854,18339,20102,11921,17209,"E",32843,10808,4,7,6,6,7,4,6,4
"E01019527",4095,9899,8458,3642,26632,10136,6957,"E",32843,2072,2,4,3,2,9,4,3,1
"E01019537",23017,19466,16854,21562,13773,7712,21543,"E",32843,13613,8,6,6,7,5,3,7,5
"E01019583",16034,14607,18356,23273,27439,12127,26662,"E",32843,20718,5,5,6,8,9,4,9,7
"E01019555",19462,18275,8458,8143,29017,9664,8550,"E",32843,8437,6,6,3,3,9,3,3,3
"E01019580",28930,18181,8458,6225,17946,8323,6881,"E",32843,6889,9,6,3,2,6,3,3,3
"E01019532",9629,16803,8458,12773,12945,9339,15705,"E",32843,3159,3,6,3,4,4,3,5,1
"E01019591",13697,19715,18356,21356,18989,10121,23769,"E",32843,14325,5,7,6,7,6,4,8,5
"E01019589",11423,13907,16854,28059,14078,11437,18778,"E",32843,13294,4,5,6,9,5,4,6,5
"E01019581",21302,28768,8458,5708,30291,8823,6973,"E",32843,14800,7,9,3,2,10,3,3,5
"E01019569",32193,19912,8458,10685,20904,7887,10730,"E",32843,16182,10,7,3,4,7,3,4,5
"E01019590",14517,8300,23134,26257,16235,9144,32110,"E",32843,25631,5,3,8,8,5,3,10,8
"E01019560",18287,15472,8458,11452,15878,8078,14549,"E",32843,4037,6,5,3,4,5,3,5,2
"E01019528",7717,14659,16854,17575,8681,8143,24595,"E",32843,7513,3,5,6,6,3,3,8,3
"E01019548",8354,12553,18356,18828,16590,11678,16773,"E",32843,6949,3,4,6,6,6,4,6,3
"E01019565",14684,15323,8458,5967,27686,11002,6983,"E",32843,5132,5,5,3,2,9,4,3,2
"E01019541",19705,12635,8458,8566,12378,5897,11070,"E",32843,2045,6,4,3,3,4,2,4,1
"E01019561",24859,20071,955,1838,13582,7808,6974,"E",32843,2720,8,7,1,1,5,3,3,1
"E01019568",13684,16303,8458,3363,28239,12279,1921,"E",32843,4562,5,5,3,2,9,4,1,2
"E01019587",6640,12589,23134,26999,19177,10922,32090,"E",32843,26310,3,4,8,9,6,4,10,9
"E01019573",6169,18512,16854,13122,7138,4405,11636,"E",32843,2205,2,6,6,4,3,2,4,1
"E01019566",15694,9508,955,4584,28274,11823,2848,"E",32843,3256,5,3,1,2,9,4,1,1
"E01019572",9549,20992,955,4664,14040,6875,7209,"E",32843,911,3,7,1,2,5,3,3,1
"E01019563",3556,19867,8458,6589,13939,11163,5070,"E",32843,1190,2,7,3,3,5,4,2,1
"E01019552",10571,10005,8458,12030,16136,12624,13420,"E",32843,2771,4,4,3,4,5,4,5,1
"E01019585",13770,5489,18356,17635,27954,11173,19839,"E",32843,12149,5,2,6,6,9,4,7,4
"E01033387",31475,15580,29847,16703,32463,10477,9330,"E",32843,29198,10,5,10,6,10,4,3,9
"E01019538",30249,23894,18356,12198,32642,9765,10074,"E",32843,26397,10,8,6,4,10,3,4,9
"E01019539",14896,23367,16854,18694,28419,8486,23410,"E",32843,18424,5,8,6,6,9,3,8,6
"E01019592",5459,11934,23134,30274,10794,10196,18693,"E",32843,16099,2,4,8,10,4,4,6,5
"E01019574",15149,26453,8458,11962,15061,6651,11027,"E",32843,5565,5,9,3,4,5,3,4,2
"E01033388",28330,25737,8458,7101,32776,10192,6329,"E",32843,23491,9,8,3,3,10,4,2,8
"E01019544",12472,19106,8458,10522,15748,5388,10440,"E",32843,2477,4,6,3,4,5,2,4,1
"E01019571",25963,19468,8458,6796,18956,6347,5559,"E",32843,5036,8,6,3,3,6,2,2,2
"E01019540",12835,23665,23134,26139,29481,9068,24622,"E",32843,24653,4,8,8,8,9,3,8,8
"E01005508",8752,11947,14327,28618,13277,5201,30997,"E",32843,21100,3,4,5,9,5,2,10,7
"E01005536",11048,13062,4045,8158,29677,3511,7073,"E",32843,4144,4,4,2,3,10,2,3,2
"E01005589",18175,10671,13349,10785,23295,4117,9069,"E",32843,3892,6,4,5,4,8,2,3,2
"E01005548",31358,28302,4045,5064,30675,784,12417,"E",32843,21338,10,9,2,2,10,1,4,7
"E01005554",8211,6750,12493,13797,12532,5468,16840,"E",32843,2089,3,3,4,5,4,2,6,1
"E01005474",19096,6127,12493,14031,18355,5794,22208,"E",32843,6591,6,2,4,5,6,2,7,3
"E01005484",25831,8320,265,140,32606,532,1499,"E",32843,10733,8,3,1,1,10,1,1,4
"E01005501",28308,21158,265,1603,31576,1246,6998,"E",32843,13138,9,7,1,1,10,1,3,5
"E01005526",4699,18112,4045,7518,19525,4824,8252,"E",32843,1136,2,6,2,3,6,2,3,1
"E01005588",29200,21373,4045,7469,16776,6554,10353,"E",32843,7753,9,7,2,3,6,2,4,3
"E01005530",20198,10374,16854,21512,28817,3127,28758,"E",32843,20967,7,4,6,7,9,1,9,7
"E01005551",8645,10643,265,1381,18669,4474,3361,"E",32843,149,3,4,1,1,6,2,2,1
"E01005546",11061,13258,4045,8564,27629,3196,10528,"E",32843,3405,4,5,2,3,9,1,4,2
"E01005394",3955,19527,18356,20590,12052,16893,24929,"E",32843,13195,2,6,6,7,4,6,8,5
"E01005522",27082,15969,4045,8918,21637,10716,8630,"E",32843,6846,9,5,2,3,7,4,3,3
"E01005480",19612,9577,4045,8154,20969,6075,11164,"E",32843,2580,6,3,2,3,7,2,4,1
"E01005473",23048,16914,265,5510,25087,4095,7322,"E",32843,3968,8,6,1,2,8,2,3,2
"E01005483",31480,10986,265,171,31292,2194,3355,"E",32843,13425,10,4,1,1,10,1,2,5
"E01005565",11604,4034,4045,5624,19658,5778,1552,"E",32843,262,4,2,2,2,6,2,1,1
"E01005516",5672,12212,14327,25391,15500,8661,23706,"E",32843,10844,2,4,5,8,5,3,8,4
"E01005590",29174,6764,265,7921,29809,2961,8319,"E",32843,9313,9,3,1,3,10,1,3,3
"E01005568",23669,13788,265,148,30119,3399,834,"E",32843,4915,8,5,1,1,10,2,1,2
"E01005591",25554,19573,13349,15527,22662,5030,17170,"E",32843,11768,8,6,5,5,7,2,6,4
"E01005573",11639,3655,21453,26565,9056,7879,21497,"E",32843,10680,4,2,7,9,3,3,7,4
"E01005504",26731,9655,4045,7713,32146,717,9764,"E",32843,13134,9,3,2,3,10,1,3,4
"E01005578",4361,10105,265,2149,23381,5413,4141,"E",32843,314,2,4,1,1,8,2,2,1
"E01005537",8601,10200,13349,22006,19963,5288,22115,"E",32843,8316,3,4,5,7,7,2,7,3
"E01005521",24982,1716,14327,19599,6810,11170,22108,"E",32843,9130,8,1,5,6,3,4,7,3
"E01005549",21936,14086,23134,28190,28131,2854,28930,"E",32843,26483,7,5,8,9,9,1,9,9
"E01005547",12526,26365,4045,10180,16992,5041,7404,"E",32843,3624,4,9,2,4,6,2,3,2
"E01005560",25413,3431,12493,18699,13342,8726,20696,"E",32843,8801,8,2,4,6,5,3,7,3
"E01005580",20460,12491,4045,6323,30979,2881,8875,"E",32843,7589,7,4,2,2,10,1,3,3
"E01005464",16260,5156,265,2305,20891,5341,1022,"E",32843,298,5,2,1,1,7,2,1,1
"E01005592",15479,7435,4045,3998,21540,4455,3027,"E",32843,619,5,3,2,2,7,2,1,1
"E01033258",20560,10245,265,2401,30874,3476,5478,"E",32843,5338,7,4,1,1,10,2,2,2
"E01005575",8254,16472,14327,25139,13078,5120,28028,"E",32843,14305,3,6,5,8,4,2,9,5
"E01005477",9738,24993,4045,4232,23129,7558,5313,"E",32843,3286,3,8,2,2,8,3,2,2
"E01005586",3617,14470,265,982,21801,6266,3664,"E",32843,322,2,5,1,1,7,2,2,1
"E01005470",16535,6720,265,3986,30415,3300,4731,"E",32843,3502,6,3,1,2,10,2,2,2
"E01005531",8488,22341,18356,13599,18255,5568,13435,"E",32843,6020,3,7,6,5,6,2,5,2
"E01005570",8751,10473,14327,23268,13359,9011,21571,"E",32843,8138,3,4,5,8,5,3,7,3
"E01005563",19509,8257,4045,4590,25015,4185,4008,"E",32843,1825,6,3,2,2,8,2,2,1
"E01005534",9917,19911,4045,10389,27841,4259,12484,"E",32843,5567,4,7,2,4,9,2,4,2
"E01005487",28928,6206,265,5384,29984,2936,6829,"E",32843,8331,9,2,1,2,10,1,3,3
"E01005559",25863,7545,4045,5242,13809,6807,9486,"E",32843,2231,8,3,2,2,5,3,3,1
"E01005543",4115,15173,13349,15648,12188,6699,14900,"E",32843,2847,2,5,5,5,4,3,5,1
"E01005566",27567,10665,4045,7477,23382,4859,5116,"E",32843,4720,9,4,2,3,8,2,2,2
"E01005545",14417,20726,23134,26185,18961,4469,30330,"E",32843,23756,5,7,8,8,6,2,10,8
"E01005472",21627,10563,265,2388,20309,4623,2944,"E",32843,1010,7,4,1,1,7,2,1,1
"E01005481",11405,8923,4045,11120,18543,5892,13252,"E",32843,1634,4,3,2,4,6,2,5,1
"E01005528",10530,11319,4045,7952,28036,3831,7187,"E",32843,2786,4,4,2,3,9,2,3,1
"E01005511",14704,13934,13349,16296,20461,4298,18671,"E",32843,6546,5,5,5,5,7,2,6,2
"E01005517",4672,7365,12493,23045,12724,8639,24526,"E",32843,7840,2,3,4,8,4,3,8,3
"E01005493",12072,1873,13349,25839,17662,5266,29088,"E",32843,15117,4,1,5,8,6,2,9,5
"E01005500",23416,9357,12493,12309,27537,2994,15731,"E",32843,8923,8,3,4,4,9,1,5,3
"E01005503",10556,3919,14327,28180,27872,3378,30104,"E",32843,22518,4,2,5,9,9,2,10,7
"E01005498",27794,12359,4045,10439,30160,1574,9364,"E",32843,10659,9,4,2,4,10,1,3,4
"E01005585",21808,9436,4045,5038,30522,3306,10437,"E",32843,6957,7,3,2,2,10,2,4,3
"E01005520",17867,1818,12493,14944,10007,11535,16020,"E",32843,3510,6,1,4,5,4,4,5,2
"E01005587",20127,4757,21453,29113,10468,8182,32231,"E",32843,27038,7,2,7,9,4,3,10,9
"E01005577",6395,19571,14327,24464,16204,5740,27398,"E",32843,14634,2,6,5,8,5,2,9,5
"E01005583",29252,15404,265,998,32030,2178,7841,"E",32843,14003,9,5,1,1,10,1,3,5
"E01005512",15325,19110,4045,8249,23610,4071,10753,"E",32843,3578,5,6,2,3,8,2,4,2
"E01005556",29866,9267,13349,17321,17585,7583,12254,"E",32843,10807,10,3,5,6,6,3,4,4
"E01005469",15193,18241,13349,12666,24472,5002,13986,"E",32843,6779,5,6,5,4,8,2,5,3
"E01005567",27987,7175,13349,12391,13088,5986,8757,"E",32843,5124,9,3,5,4,4,2,3,2
"E01005574",10164,12240,14327,26672,10068,7453,27567,"E",32843,14299,4,4,5,9,4,3,9,5
"E01005486",26955,13772,265,2229,32117,2620,2309,"E",32843,11036,9,5,1,1,10,1,1,4
"E01005552",8837,8086,265,599,20345,4492,1542,"E",32843,111,3,3,1,1,7,2,1,1
"E01005525",4473,8150,265,1627,17557,4782,4605,"E",32843,62,2,3,1,1,6,2,2,1
"E01005544",20224,11340,23134,23965,17173,4260,27894,"E",32843,18533,7,4,8,8,6,2,9,6
"E01005598",19924,2750,14327,24524,15161,9557,23540,"E",32843,11842,7,1,5,8,5,3,8,4
"E01005468",4037,4799,14327,28125,8708,7961,28458,"E",32843,14252,2,2,5,9,3,3,9,5
"E01005561",4535,3220,14327,20155,5058,11532,17304,"E",32843,3154,2,1,5,7,2,4,6,1
"E01005485",23047,12081,265,2521,31903,2258,2983,"E",32843,8023,8,4,1,1,10,1,1,3
"E01005479",7892,11922,4045,12451,11582,8773,9320,"E",32843,905,3,4,2,4,4,3,3,1
"E01005492",4210,1647,14327,25231,7612,6621,28477,"E",32843,10683,2,1,5,8,3,3,9,4
"E01005518",3485,2171,12493,13289,4373,12628,8393,"E",32843,565,2,1,4,5,2,4,3,1
"E01005519",15768,2832,13349,20469,15396,10437,20098,"E",32843,6932,5,1,5,7,5,4,7,3
"E01005467",5207,3663,265,1514,16856,6995,1338,"E",32843,27,2,2,1,1,6,3,1,1
"E01005538",10054,28137,4045,5713,29251,4006,3438,"E",32843,7565,4,9,2,2,9,2,2,3
"E01005514",4140,16108,4045,7656,13430,6925,6783,"E",32843,469,2,5,2,3,5,3,3,1
"E01005465",11658,8386,4045,8573,21292,5816,12019,"E",32843,1577,4,3,2,3,7,2,4,1
"E01005535",8806,12787,4045,10273,22726,5747,8172,"E",32843,1718,3,4,2,4,7,2,3,1
"E01005494",10243,7030,13349,15450,28706,4258,16754,"E",32843,7620,4,3,5,5,9,2,6,3
"E01005539",26883,16991,4045,4890,32232,1251,7951,"E",32843,14270,9,6,2,2,10,1,3,5
"E01005557",20729,2876,12493,26782,11984,8644,30765,"E",32843,20247,7,1,4,9,4,3,10,7
"E01005476",9228,14261,13349,13450,19619,6558,15166,"E",32843,4094,3,5,5,5,6,2,5,2
"E01005562",5985,14800,12493,11969,13706,11244,10394,"E",32843,2299,2,5,4,4,5,4,4,1
"E01005542",9076,18667,4045,4868,23227,5072,6258,"E",32843,1681,3,6,2,2,8,2,2,1
"E01005495",10268,6058,4045,12536,23326,4188,14312,"E",32843,2384,4,2,2,4,8,2,5,1
"E01005491",8333,2798,12493,11072,12340,5780,14576,"E",32843,1117,3,1,4,4,4,2,5,1
"E01005497",26235,9595,4045,1329,30299,2558,4278,"E",32843,6590,8,3,2,1,10,1,2,3
"E01005505",23791,14180,4045,8630,29253,3173,7495,"E",32843,7147,8,5,2,3,9,1,3,3
"E01005506",17139,8050,4045,9000,29935,3121,10328,"E",32843,5419,6,3,2,3,10,1,4,2
"E01005572",13114,7272,14327,26952,11261,8359,29591,"E",32843,17234,4,3,5,9,4,3,10,6
"E01005471",23089,6729,265,6121,23689,4241,6801,"E",32843,2271,8,3,1,2,8,2,3,1
"E01005523",21968,6788,13349,17918,21112,9637,15933,"E",32843,8161,7,3,5,6,7,3,5,3
"E01005513",9536,15512,265,1700,19908,4912,4047,"E",32843,400,3,5,1,1,7,2,2,1
"E01005571",7934,10977,21453,27252,5098,9162,28485,"E",32843,16851,3,4,7,9,2,3,9,6
"E01005475",21254,5529,265,3183,24705,4121,5794,"E",32843,1588,7,2,1,1,8,2,2,1
"E01005466",5682,3270,265,338,17896,6436,1878,"E",32843,29,2,1,1,1,6,2,1,1
"E01005540",10092,22805,13349,15650,23441,4416,15465,"E",32843,7890,4,7,5,5,8,2,5,3
"E01005532",8919,25969,8458,3173,19876,4792,5757,"E",32843,2782,3,8,3,1,7,2,2,1
"E01005555",21735,2916,21453,22998,11193,7792,18626,"E",32843,9991,7,1,7,8,4,3,6,4
"E01005499",15379,4929,13349,17731,26236,5598,13509,"E",32843,6685,5,2,5,6,8,2,5,3
"E01005488",17825,2617,21453,31345,6589,7239,31223,"E",32843,26298,6,1,7,10,3,3,10,9
"E01005478",9201,14035,4045,11893,16133,7392,12109,"E",32843,1719,3,5,2,4,5,3,4,1
"E01005509",30171,20201,265,1734,31264,2096,8811,"E",32843,14742,10,7,1,1,10,1,3,5
"E01005489",8505,3440,13349,17845,16626,5439,21102,"E",32843,4531,3,2,5,6,6,2,7,2
"E01005581",5933,20954,265,2162,24624,4269,2061,"E",32843,1164,2,7,1,1,8,2,1,1
"E01005490",8540,3446,4045,5247,14438,5401,1735,"E",32843,58,3,2,2,2,5,2,1,1
"E01005541",18137,27822,13349,10820,29235,3634,8685,"E",32843,13008,6,9,5,4,9,2,3,4
"E01005569",31565,10954,4045,4765,23979,4178,3330,"E",32843,8641,10,4,2,2,8,2,2,3
"E01005595",3688,7732,265,1499,20786,7257,7751,"E",32843,245,2,3,1,1,7,3,3,1
"E01005597",3481,2007,14327,23514,8810,9063,19501,"E",32843,4771,2,1,5,8,3,3,6,2
"E01005527",9289,17528,265,1299,21843,4243,2629,"E",32843,571,3,6,1,1,7,2,1,1
"E01005576",9481,9752,14327,30026,8689,6392,22920,"E",32843,13890,3,3,5,10,3,2,7,5
"E01005550",10516,17236,16854,21964,28834,3392,27764,"E",32843,19485,4,6,6,7,9,2,9,6
"E01005496",17498,9460,4045,3285,8549,6005,730,"E",32843,159,6,3,2,1,3,2,1,1
"E01005564",18065,9477,265,1320,30871,2892,4162,"E",32843,4184,6,3,1,1,10,1,2,2
"E01005533",29689,22052,8458,9109,31024,2123,14745,"E",32843,18602,10,7,3,3,10,1,5,6
"E01005515",10388,9431,265,1383,19656,4721,2194,"E",32843,170,4,3,1,1,6,2,1,1
"E01005558",26208,6955,4045,13453,18479,8909,10774,"E",32843,5011,8,3,2,5,6,3,4,2
"E01005594",3408,2997,13349,14684,11584,7875,13459,"E",32843,1280,2,1,5,5,4,3,5,1
"E01005524",28637,14684,13349,9811,30700,2177,15451,"E",32843,16160,9,5,5,3,10,1,5,5
"E01005510",19708,10517,13349,27665,21196,3737,26062,"E",32843,17698,7,4,5,9,7,2,8,6
"E01005502",26834,9532,4045,6716,31141,1767,9889,"E",32843,10363,9,3,2,3,10,1,4,4
"E01005507",10916,10494,13349,14263,28760,3293,9868,"E",32843,6034,4,4,5,5,9,2,4,2
"E01005596",4471,6748,21453,20646,17941,7774,19633,"E",32843,7497,2,3,7,7,6,3,6,3
"E01005529",23127,21460,265,1733,29375,2863,4367,"E",32843,6480,8,7,1,1,9,1,2,2
"E01005553",22935,19887,265,2925,29399,2862,5677,"E",32843,6378,7,7,1,1,9,1,2,2
"E01005482",32535,18926,265,10,32591,972,1990,"E",32843,22510,10,6,1,1,10,1,1,7
"E01005593",4080,6885,4045,8000,13699,8106,7585,"E",32843,240,2,3,2,3,5,3,3,1
"E01005579",14408,17770,265,2602,24141,4887,87,"E",32843,1253,5,6,1,1,8,2,1,1
"E01018825",1497,19557,7780,22125,4375,23287,12753,"E",32843,7598,1,6,3,7,2,8,4,3
"E01019018",14683,12807,3815,22930,6308,10536,29469,"E",32843,13284,5,4,2,7,2,4,9,5
"E01018765",1784,6049,7780,26900,919,19364,23222,"E",32843,9545,1,2,3,9,1,6,8,3
"E01018884",12643,20205,6117,26816,3785,10896,27607,"E",32843,15280,4,7,2,9,2,4,9,5
"E01018880",783,24238,7780,22406,551,20737,12925,"E",32843,7646,1,8,3,7,1,7,4,3
"E01018824",13700,26001,7780,17929,27649,16316,19205,"E",32843,16878,5,8,3,6,9,5,6,6
"E01018983",12488,18673,5396,21816,6214,10179,19342,"E",32843,6446,4,6,2,7,2,4,6,2
"E01018800",12327,26316,6335,19638,8092,18180,20521,"E",32843,11826,4,9,2,6,3,6,7,4
"E01018908",13193,24605,5730,20402,4809,20856,12569,"E",32843,9073,5,8,2,7,2,7,4,3
"E01019041",23045,31689,3143,4671,21433,5808,4084,"E",32843,11580,8,10,1,2,7,2,2,4
"E01018763",1898,14745,14327,23088,1780,21371,19450,"E",32843,8964,1,5,5,8,1,7,6,3
"E01018970",18865,18415,6117,23668,3774,7809,23193,"E",32843,9813,6,6,2,8,2,3,8,3
"E01018899",12975,20307,14179,24398,2975,15162,15702,"E",32843,9534,4,7,5,8,1,5,5,3
"E01018976",4984,30397,5396,15281,3083,9351,15864,"E",32843,7463,2,10,2,5,1,3,5,3
"E01019062",6900,14657,2856,13356,1437,22360,5740,"E",32843,2145,3,5,1,5,1,7,2,1
"E01019044",27165,29809,5396,17800,19750,11012,19083,"E",32843,19153,9,10,2,6,7,4,6,6
"E01019002",2788,17123,3675,15019,4639,18942,10673,"E",32843,2514,1,6,2,5,2,6,4,1
"E01019046",24914,31224,3143,6048,21086,6479,2672,"E",32843,11365,8,10,1,2,7,2,1,4
"E01018858",12445,27962,5396,15188,27964,13038,18730,"E",32843,15643,4,9,2,5,9,4,6,5
"E01018793",21482,30142,13349,12565,16887,2257,10548,"E",32843,11015,7,10,5,4,6,1,4,4
"E01018791",18376,28976,12493,14060,8970,6211,17904,"E",32843,10249,6,9,4,5,3,2,6,4
"E01018987",1814,15689,7780,24457,395,18645,17423,"E",32843,6764,1,5,3,8,1,6,6,3
"E01018932",26652,26442,3143,9826,5850,24256,7593,"E",32843,11844,9,9,1,3,2,8,3,4
"E01018872",3178,31279,5396,15686,5931,15255,6641,"E",32843,8433,1,10,2,5,2,5,3,3
"E01018968",32,84,6117,25935,141,27189,16328,"E",32843,9004,1,1,2,8,1,9,5,3
"E01018984",14065,23266,3143,6853,10478,7328,5904,"E",32843,1583,5,8,1,3,4,3,2,1
