"geo_code","domain_supermarket_proximity","domain_supermarket_accessibility","domain_ecommerce_access","domain_socio_demographic","domain_nonsupermarket_proximity","domain_food_for_families","domain_fuel_poverty","country","country_denominator","combined","pp_dec_domain_supermarket_proximity","pp_dec_domain_supermarket_accessibility","pp_dec_domain_ecommerce_access","pp_dec_domain_socio_demographic","pp_dec_domain_nonsupermarket_proximity","pp_dec_domain_food_for_families","pp_dec_domain_fuel_poverty","pp_dec_combined"
"E01003513",17288,26362,31036,13136,22591,12561,14759,"E",32843,21015,6,9,10,4,7,4,5,7
"E01003630",5641,22778,25682,2249,26814,16585,3681,"E",32843,10054,2,7,8,1,9,6,2,4
"E01003617",31831,26966,32035,2223,32612,12337,9464,"E",32843,31226,10,9,10,1,10,4,3,10
"E01003497",23769,21828,25682,3993,21507,19402,2419,"E",32843,12907,8,7,8,2,7,6,1,4
"E01003499",30792,30707,3041,1616,26627,19897,2074,"E",32843,21037,10,10,1,1,9,7,1,7
"E01003598",6760,32172,25682,2507,32501,17529,4281,"E",32843,26804,3,10,8,1,10,6,2,9
"E01003526",30695,19380,25682,5693,32744,19703,5302,"E",32843,27991,10,6,8,2,10,6,2,9
"E01003550",20978,25157,22249,5086,26192,18526,3666,"E",32843,14007,7,8,7,2,8,6,2,5
"E01003479",20611,17716,22249,7676,15847,11682,7253,"E",32843,6384,7,6,7,3,5,4,3,2
"E01003608",23701,26697,22249,9197,31950,19360,3046,"E",32843,23280,8,9,7,3,10,6,1,8
"E01003619",31946,28079,22249,1721,32508,15745,3770,"E",32843,28567,10,9,7,1,10,5,2,9
"E01033585",25684,20665,22249,1728,25145,20132,2286,"E",32843,13329,8,7,7,1,8,7,1,5
"E01003557",28766,24111,22249,3489,31735,16428,4389,"E",32843,22652,9,8,7,2,10,6,2,7
"E01003495",20453,17387,22249,12695,32081,17758,6205,"E",32843,20427,7,6,7,4,10,6,2,7
"E01033580",11520,22678,32035,19825,20439,17603,32198,"E",32843,30746,4,7,10,7,7,6,10,10
"E01003528",11740,13957,3041,3357,26087,21045,3199,"E",32843,4552,4,5,1,2,8,7,1,2
"E01003596",14843,21315,22249,5426,32200,17054,3042,"E",32843,18107,5,7,7,2,10,6,1,6
"E01003581",13972,28695,25682,6238,26283,18808,2326,"E",32843,16326,5,9,8,2,9,6,1,5
"E01003508",26020,23818,25682,3801,26060,18633,1067,"E",32843,16489,8,8,8,2,8,6,1,6
"E01003556",30503,28687,22249,1812,26951,17004,3059,"E",32843,21617,10,9,7,1,9,6,1,7
"E01003592",23190,23379,25682,4449,32504,19371,1614,"E",32843,23789,8,8,8,2,10,6,1,8
"E01003593",17299,20324,25682,3596,25579,18833,1535,"E",32843,11401,6,7,8,2,8,6,1,4
"E01003595",20166,30202,3041,2959,32482,19691,3096,"E",32843,22290,7,10,1,1,10,6,1,7
"E01003502",29166,25410,25682,2685,26199,21475,456,"E",32843,20476,9,8,8,1,8,7,1,7
"E01003561",26845,20633,22249,7208,31863,19550,2519,"E",32843,21926,9,7,7,3,10,6,1,7
"E01003539",16718,21455,22249,7213,25707,17111,3031,"E",32843,10487,6,7,7,3,8,6,1,4
"E01003632",5384,18862,22249,6711,25625,17511,3213,"E",32843,7508,2,6,7,3,8,6,1,3
"E01003553",29118,30511,22249,2089,30715,7663,2627,"E",32843,22843,9,10,7,1,10,3,1,7
"E01003531",30193,23600,25682,4649,32537,22662,4275,"E",32843,28145,10,8,8,2,10,7,2,9
"E01003500",19277,18435,22249,5117,23093,20678,1749,"E",32843,9716,6,6,7,2,8,7,1,3
"E01003629",29397,27807,25682,4589,32654,21639,3993,"E",32843,28807,9,9,8,2,10,7,2,9
"E01003511",24031,17433,25682,4638,24994,17779,2448,"E",32843,12638,8,6,8,2,8,6,1,4
"E01003525",29899,24787,22249,5966,32816,20264,2109,"E",32843,27855,10,8,7,2,10,7,1,9
"E01003542",28530,21085,25682,4538,31496,18455,2439,"E",32843,22718,9,7,8,2,10,6,1,7
"E01003552",26049,24675,25682,5276,26961,12897,3115,"E",32843,16259,8,8,8,2,9,4,1,5
"E01003562",26391,29853,22249,6307,32762,19414,1629,"E",32843,27845,9,10,7,2,10,6,1,9
"E01003618",31624,27311,32035,5199,32415,10740,2695,"E",32843,30673,10,9,10,2,10,4,1,10
"E01003573",26400,22531,25682,6846,32657,18074,4679,"E",32843,25720,9,7,8,3,10,6,2,8
"E01003481",19283,10370,22249,7349,19137,14571,8137,"E",32843,6173,6,4,7,3,6,5,3,2
"E01003625",23847,12947,25682,7933,31100,22153,3274,"E",32843,19902,8,4,8,3,10,7,1,7
"E01003636",25686,25339,22249,2591,31779,14388,6732,"E",32843,21259,8,8,7,1,10,5,3,7
"E01003518",11214,16502,22249,11524,20783,12962,11119,"E",32843,7239,4,6,7,4,7,4,4,3
"E01003604",20891,20920,22249,4674,24734,16351,2060,"E",32843,10072,7,7,7,2,8,5,1,4
"E01003580",10270,24697,25682,4813,26045,20012,666,"E",32843,12525,4,8,8,2,8,7,1,4
"E01003615",24739,28863,22249,4330,31643,10710,2230,"E",32843,21299,8,9,7,2,10,4,1,7
"E01003545",26748,15523,22249,6005,26570,15203,6197,"E",32843,13099,9,5,7,2,9,5,2,4
"E01033575",9772,32768,32035,16192,25210,16693,25471,"E",32843,31087,3,10,10,5,8,6,8,10
"E01003605",22467,24991,25682,3742,32622,20471,2461,"E",32843,24969,7,8,8,2,10,7,1,8
"E01003560",21485,24496,25682,7889,26815,20361,4224,"E",32843,17367,7,8,8,3,9,7,2,6
"E01003501",25874,23409,25682,3386,25655,20991,2258,"E",32843,17138,8,8,8,2,8,7,1,6
"E01003491",28160,23776,3041,2385,32833,21628,3675,"E",32843,24179,9,8,1,1,10,7,2,8
"E01033583",31551,20697,22249,5070,31237,14830,7015,"E",32843,24028,10,7,7,2,10,5,3,8
"E01003568",27327,19852,22249,7590,32636,18673,6410,"E",32843,24840,9,7,7,3,10,6,2,8
"E01003576",26201,24878,3041,1853,26147,17502,785,"E",32843,10225,8,8,1,1,8,6,1,4
"E01003621",25559,17021,25682,7779,32341,21152,4415,"E",32843,23933,8,6,8,3,10,7,2,8
"E01003555",24787,22126,22249,9575,26635,19170,6306,"E",32843,16347,8,7,7,3,9,6,2,5
"E01003519",5930,12610,22249,7410,24125,11805,5395,"E",32843,4576,2,4,7,3,8,4,2,2
"E01003567",26082,18423,25682,2823,27569,19147,2063,"E",32843,15765,8,6,8,1,9,6,1,5
"E01003506",14067,27254,25682,2858,24715,16830,763,"E",32843,12497,5,9,8,1,8,6,1,4
"E01003597",19639,22767,25682,6361,32301,17824,4947,"E",32843,22220,6,7,8,2,10,6,2,7
"E01003594",21171,23050,22249,4583,26861,19998,7086,"E",32843,14708,7,8,7,2,9,7,3,5
"E01003537",28540,28791,22249,7940,31701,16922,3825,"E",32843,25326,9,9,7,3,10,6,2,8
"E01003559",30804,29482,32035,5506,31976,7829,8659,"E",32843,30417,10,9,10,2,10,3,3,10
"E01033579",23985,26062,32035,7743,23538,13931,14917,"E",32843,24152,8,8,10,3,8,5,5,8
"E01003483",26059,21489,25682,6073,22490,12373,11026,"E",32843,14311,8,7,8,2,7,4,4,5
"E01003634",28181,25641,25682,4967,31263,16423,5251,"E",32843,23515,9,8,8,2,10,6,2,8
"E01003609",4436,26125,22249,6936,21074,17327,8616,"E",32843,9391,2,8,7,3,7,6,3,3
"E01003607",25054,22615,22249,3519,32631,20337,4982,"E",32843,24218,8,7,7,2,10,7,2,8
"E01003578",13170,31448,22249,4434,26246,18890,290,"E",32843,17749,5,10,7,2,8,6,1,6
"E01003514",5616,10457,25682,5661,17914,5566,3303,"E",32843,2339,2,4,8,2,6,2,2,1
"E01003546",25583,23653,22249,4302,26334,17477,2474,"E",32843,14591,8,8,7,2,9,6,1,5
"E01003565",30317,20611,22249,4839,32804,22306,2399,"E",32843,27605,10,7,7,2,10,7,1,9
"E01003602",30000,26705,22249,6495,26666,19362,3264,"E",32843,21134,10,9,7,2,9,6,1,7
"E01003627",27366,20418,22249,6037,32592,22034,4782,"E",32843,25357,9,7,7,2,10,7,2,8
"E01033586",19629,25362,22249,4047,29385,16462,6278,"E",32843,15855,6,8,7,2,9,6,2,5
"E01003489",28274,24508,3041,2581,32668,21957,2320,"E",32843,23477,9,8,1,1,10,7,1,8
"E01003587",15763,27633,22249,4336,26611,21596,6473,"E",32843,16100,5,9,7,2,9,7,2,5
"E01003624",26433,15811,25682,4903,31314,19771,4991,"E",32843,20818,9,5,8,2,10,7,2,7
"E01003586",19229,29876,22249,5953,26697,20655,3436,"E",32843,18498,6,10,7,2,9,7,2,6
"E01033576",18129,21280,32035,7224,23012,19442,11810,"E",32843,21511,6,7,10,3,8,6,4,7
"E01033578",24333,29233,32035,4548,29527,17015,8763,"E",32843,27429,8,9,10,2,9,6,3,9
"E01003622",27921,17489,25682,4633,32084,21019,4809,"E",32843,23932,9,6,8,2,10,7,2,8
"E01003572",29464,31310,25682,6102,32194,16010,6981,"E",32843,29123,9,10,8,2,10,5,3,9
"E01003633",14388,20747,25682,1767,31798,16587,1576,"E",32843,16976,5,7,8,1,10,6,1,6
"E01003570",28744,19051,25682,4587,27154,17489,2270,"E",32843,17409,9,6,8,2,9,6,1,6
"E01003635",23659,20826,22249,8512,31336,12954,4749,"E",32843,17926,8,7,7,3,10,4,2,6
"E01003533",27620,19108,25682,6893,32718,22474,8301,"E",32843,27306,9,6,8,3,10,7,3,9
"E01003530",16928,15203,22249,7805,30721,21686,7790,"E",32843,16604,6,5,7,3,10,7,3,6
"E01003582",18719,25881,25682,4353,25684,18664,1733,"E",32843,14518,6,8,8,2,8,6,1,5
"E01003628",25246,17420,22249,10275,32583,21610,8116,"E",32843,24789,8,6,7,4,10,7,3,8
"E01003558",30229,22096,25682,2714,26559,15102,1197,"E",32843,18334,10,7,8,1,9,5,1,6
"E01033581",6532,19287,22249,4774,21165,19312,4135,"E",32843,6422,2,6,7,2,7,6,2,2
"E01003541",23686,15971,22249,9362,25357,13408,3945,"E",32843,10488,8,5,7,3,8,5,2,4
"E01003540",30963,21481,25682,4554,23341,15585,1850,"E",32843,18224,10,7,8,2,8,5,1,6
"E01003538",32732,30402,25682,5055,30309,15967,1250,"E",32843,29504,10,10,8,2,10,5,1,9
"E01003637",13442,23787,22249,7355,30714,15522,3364,"E",32843,15044,5,8,7,3,10,5,2,5
"E01003498",25113,17999,25682,3314,26426,20663,4836,"E",32843,15608,8,6,8,2,9,7,2,5
"E01003480",12188,11902,22249,7698,20645,17161,10586,"E",32843,6678,4,4,7,3,7,6,4,3
"E01003603",18192,24058,22249,7765,31191,19022,3683,"E",32843,18590,6,8,7,3,10,6,2,6
"E01003588",17047,27465,22249,6419,26379,22652,3977,"E",32843,16646,6,9,7,2,9,7,2,6
"E01003536",27091,19731,25682,5836,30611,17041,1847,"E",32843,19733,9,7,8,2,10,6,1,7
"E01033584",19513,22101,25682,2390,24358,17965,3214,"E",32843,11819,6,7,8,1,8,6,1,4
"E01003512",10010,19235,25682,4236,24510,12911,858,"E",32843,7047,4,6,8,2,8,4,1,3
"E01003496",6036,29239,22249,3194,25460,19863,3113,"E",32843,13205,2,9,7,1,8,7,1,5
"E01003482",25574,19948,22249,10189,18562,17624,16931,"E",32843,14984,8,7,7,4,6,6,6,5
"E01003551",27988,26907,22249,4134,26157,12424,1264,"E",32843,16059,9,9,7,2,8,4,1,5
"E01003571",28353,19439,25682,5193,32468,17837,2492,"E",32843,24597,9,6,8,2,10,6,1,8
"E01003601",25088,24315,25682,4368,30922,18152,2181,"E",32843,20829,8,8,8,2,10,6,1,7
"E01003591",12041,30024,25682,2644,26793,20871,815,"E",32843,17587,4,10,8,1,9,7,1,6
"E01003590",11693,20120,8458,3490,24716,20065,4510,"E",32843,5822,4,7,3,2,8,7,2,2
"E01033577",12055,24170,32035,12175,16237,18210,23213,"E",32843,23445,4,8,10,4,5,6,8,8
"E01003535",25300,13802,3041,3401,28850,19152,1248,"E",32843,9106,8,5,1,2,9,6,1,3
"E01003616",30726,28497,22249,3938,31944,6947,7123,"E",32843,25486,10,9,7,2,10,3,3,8
"E01003543",24277,28265,22249,6718,26152,18652,4545,"E",32843,17970,8,9,7,3,8,6,2,6
"E01003575",10560,18581,25682,5833,26608,20560,1853,"E",32843,11192,4,6,8,2,9,7,1,4
"E01003606",25910,28544,25682,4479,32408,20696,2530,"E",32843,26841,8,9,8,2,10,7,1,9
"E01003529",26159,21539,22249,6670,31719,22579,6384,"E",32843,23064,8,7,7,3,10,7,2,8
"E01003583",10863,29425,25682,5855,26560,19522,2236,"E",32843,16815,4,9,8,2,9,6,1,6
"E01003517",14524,26517,25682,3369,24347,16223,4690,"E",32843,12554,5,9,8,2,8,5,2,4
"E01003599",25888,17355,25682,3163,32544,20634,3585,"E",32843,23914,8,6,8,1,10,7,2,8
"E01003521",30481,30257,22249,7201,32835,20916,1722,"E",32843,30072,10,10,7,3,10,7,1,10
"E01003520",30867,26699,22249,3701,32715,21844,3732,"E",32843,28791,10,9,7,2,10,7,2,9
"E01033574",10313,32694,32035,19448,22510,17946,22339,"E",32843,30671,4,10,10,6,7,6,7,10
"E01003532",28232,26212,25682,6170,32063,22668,6130,"E",32843,27106,9,8,8,2,10,7,2,9
"E01003490",29003,17844,22249,3654,32734,21167,3354,"E",32843,25632,9,6,7,2,10,7,2,8
"E01003600",17400,29490,25682,3051,32667,18654,5812,"E",32843,26114,6,9,8,1,10,6,2,8
"E01003516",6600,12856,25682,2915,25491,13535,480,"E",32843,5424,3,4,8,1,8,5,1,2
"E01003563",23573,28611,25682,6573,32455,21575,2760,"E",32843,26849,8,9,8,3,10,7,1,9
"E01003488",28849,22839,3041,1574,32689,20844,2881,"E",32843,22966,9,7,1,1,10,7,1,7
"E01003492",21753,27733,25682,8760,32391,19833,4076,"E",32843,25790,7,9,8,3,10,7,2,8
"E01003534",18140,26267,25682,6163,26742,21339,2172,"E",32843,16913,6,8,8,2,9,7,1,6
"E01003485",23145,28525,22249,9572,19637,9035,12533,"E",32843,14495,8,9,7,3,6,3,4,5
"E01003524",30228,21038,25682,5219,32795,20499,1987,"E",32843,27931,10,7,8,2,10,7,1,9
"E01003579",12564,21802,25682,6578,26657,20018,2484,"E",32843,12830,4,7,8,3,9,7,1,4
"E01003569",30873,30208,25682,4672,32811,19131,4247,"E",32843,30396,10,10,8,2,10,6,2,10
"E01003564",24231,27841,22249,5584,32610,19900,1915,"E",32843,25582,8,9,7,2,10,7,1,8
"E01003547",22100,17176,31036,11180,25737,19930,4798,"E",32843,20104,7,6,10,4,8,7,2,7
"E01003487",23657,13100,25682,3132,21007,15702,10545,"E",32843,10407,8,4,8,1,7,5,4,4
"E01003544",26285,18514,22249,6470,26592,16505,1399,"E",32843,13217,9,6,7,2,9,6,1,5
"E01033582",19340,12244,32035,20634,29501,20902,29803,"E",32843,30564,6,4,10,7,9,7,10,10
"E01003484",30955,27342,22249,9605,22961,7213,15226,"E",32843,21166,10,9,7,3,7,3,5,7
"E01003631",5693,23704,22249,3732,30070,18358,7975,"E",32843,13814,2,8,7,2,10,6,3,5
"E01003554",26767,27448,22249,7044,31346,7451,6331,"E",32843,21180,9,9,7,3,10,3,2,7
"E01003503",29780,30996,25682,2193,26122,22169,3531,"E",32843,25542,10,10,8,1,8,7,2,8
"E01003493",25815,25305,25682,4819,32714,20123,2304,"E",32843,26500,8,8,8,2,10,7,1,9
"E01003577",28979,17449,3041,2242,25360,17393,1663,"E",32843,9350,9,6,1,1,8,6,1,3
"E01003566",30500,28618,25682,3941,32820,20647,3049,"E",32843,29795,10,9,8,2,10,7,1,10
"E01003549",24626,20694,22249,4365,31517,13192,4814,"E",32843,17949,8,7,7,2,10,5,2,6
"E01003522",31293,27180,22249,4104,32766,21200,3469,"E",32843,29327,10,9,7,2,10,7,2,9
"E01003623",25358,10989,25682,5767,30934,20279,2899,"E",32843,18606,8,4,8,2,10,7,1,6
"E01003548",20373,23238,22249,6024,31699,13731,3489,"E",32843,17908,7,8,7,2,10,5,2,6
"E01003486",30684,19951,25682,1833,23391,9012,7956,"E",32843,16198,10,7,8,1,8,3,3,5
"E01003626",26102,16139,22249,10101,32242,22407,3907,"E",32843,23278,8,5,7,4,10,7,2,8
"E01003527",26284,23696,22249,12132,31953,17925,7320,"E",32843,23884,9,8,7,4,10,6,3,8
"E01003494",13310,21138,22249,9576,31454,19241,3377,"E",32843,17311,5,7,7,3,10,6,2,6
"E01003574",23553,22331,25682,4377,32507,16910,3885,"E",32843,23193,8,7,8,2,10,6,2,8
"E01003523",28749,21651,25682,4749,32572,19905,3426,"E",32843,26314,9,7,8,2,10,7,2,9
"E01003515",9478,24271,25682,1531,22384,13341,3218,"E",32843,7882,3,8,8,1,7,5,1,3
"E01003584",10508,19013,22249,6938,25887,20942,6905,"E",32843,10687,4,6,7,3,8,7,3,4
"E01003507",29518,31989,25682,4701,26664,18533,1187,"E",32843,26091,9,10,8,2,9,6,1,8
"E01003509",26112,26642,25682,2898,25898,18228,98,"E",32843,17461,8,9,8,1,8,6,1,6
"E01003611",14444,28717,8458,2416,25634,20053,685,"E",32843,10290,5,9,3,1,8,7,1,4
"E01003585",12774,25042,25682,7030,26172,20540,3728,"E",32843,14594,4,8,8,3,8,7,2,5
"E01003589",21180,21811,22249,6652,27171,23397,3951,"E",32843,15940,7,7,7,3,9,8,2,5
"E01031647",23913,3589,23134,17162,10216,27191,24472,"E",32843,19994,8,2,8,6,4,9,8,7
"E01031670",12021,8055,18356,20297,15425,25082,30647,"E",32843,22490,4,3,6,7,5,8,10,7
"E01031650",11463,1070,26601,32798,1522,30400,31798,"E",32843,32367,4,1,9,10,1,10,10,10
"E01031680",6520,2598,21453,32827,1943,31397,31118,"E",32843,32151,2,1,7,10,1,10,10,10
"E01031657",2398,933,14327,23461,2311,32020,19990,"E",32843,20067,1,1,5,8,1,10,7,7
"E01031643",13036,7770,12493,15720,5760,32605,17777,"E",32843,21989,4,3,4,5,2,10,6,7
"E01031691",26566,5014,23134,23780,28479,28793,27897,"E",32843,29597,9,2,8,8,9,9,9,10
"E01031683",26822,17856,21453,27962,8565,31798,29677,"E",32843,31343,9,6,7,9,3,10,10,10
"E01031690",22245,10016,23134,29444,27018,29629,32560,"E",32843,32398,7,4,8,9,9,10,10,10
"E01031666",8743,4375,23134,32233,8417,28184,31349,"E",32843,30952,3,2,8,10,3,9,10,10
"E01031615",22937,5849,7780,23359,9161,32614,27803,"E",32843,28834,7,2,3,8,3,10,9,9
"E01031645",12579,1933,26601,32530,6554,28587,32828,"E",32843,32557,4,1,9,10,2,9,10,10
"E01031612",18576,1986,7780,27841,2991,32630,30103,"E",32843,30098,6,1,3,9,1,10,10,10
"E01031642",13572,6968,14327,28988,4076,32596,24202,"E",32843,28658,5,3,5,9,2,10,8,9
"E01031618",2956,6369,14327,31006,1894,32314,28367,"E",32843,29773,1,2,5,10,1,10,9,10
"E01031656",19454,5313,18356,13040,29073,26844,19545,"E",32843,20056,6,2,6,4,9,9,6,7
"E01031613",9995,3008,7780,28992,1790,32661,27723,"E",32843,28869,4,1,3,9,1,10,9,9
"E01031659",2615,1323,14327,30107,1049,32063,26066,"E",32843,27130,1,1,5,10,1,10,8,9
"E01031649",24310,7880,18356,31640,6993,27314,32439,"E",32843,31728,8,3,6,10,3,9,10,10
"E01031611",1641,600,14327,30159,701,32470,25929,"E",32843,28103,1,1,5,10,1,10,8,9
"E01031638",18945,3070,23134,28215,26384,30249,32099,"E",32843,31740,6,1,8,9,9,10,10,10
"E01031671",8233,1811,18356,13706,7359,27325,19553,"E",32843,9838,3,1,6,5,3,9,6,3
"E01031675",7031,5686,14327,30880,479,32442,25883,"E",32843,29248,3,2,5,10,1,10,8,9
"E01031684",8456,8248,14327,31963,4438,32117,32516,"E",32843,32344,3,3,5,10,2,10,10,10
"E01031669",17662,4269,18356,16365,16623,23105,17044,"E",32843,10892,6,2,6,5,6,8,6,4
"E01031664",11191,922,7780,32102,881,32795,28820,"E",32843,31507,4,1,3,10,1,10,9,10
"E01031624",8228,1815,14327,30522,35,32724,24468,"E",32843,29314,3,1,5,10,1,10,8,9
"E01031685",8012,18126,14327,23465,7400,32232,31502,"E",32843,30082,3,6,5,8,3,10,10,10
"E01031674",7034,466,14327,30156,114,32603,25545,"E",32843,28692,3,1,5,10,1,10,8,9
"E01031689",17462,5866,26601,28960,27973,28125,32283,"E",32843,31973,6,2,9,9,9,9,10,10
"E01031628",11665,1976,14327,23614,822,32673,13830,"E",32843,22902,4,1,5,8,1,10,5,7
"E01031651",16138,3217,23134,22443,4070,28425,27980,"E",32843,22301,5,1,8,7,2,9,9,7
"E01031653",16545,6382,18356,17032,27862,25898,26080,"E",32843,22060,6,2,6,6,9,8,8,7
"E01031676",3032,1084,23134,31424,2612,31477,24021,"E",32843,28205,1,1,8,10,1,10,8,9
"E01031658",3283,1457,14327,26695,3072,31178,26083,"E",32843,22607,1,1,5,9,1,10,8,7
"E01031686",7857,10688,14327,27721,4938,32190,32126,"E",32843,30929,3,4,5,9,2,10,10,10
"E01031661",1085,2142,23134,29898,124,31521,26837,"E",32843,27437,1,1,8,10,1,10,9,9
"E01031617",16807,17700,23134,26877,3246,31861,26918,"E",32843,29137,6,6,8,9,1,10,9,9
"E01031626",2478,2068,7780,24901,393,32662,24547,"E",32843,24689,1,1,3,8,1,10,8,8
"E01031640",8129,1633,23134,32736,6593,27517,30540,"E",32843,31013,3,1,8,10,3,9,10,10
"E01031623",2031,889,7780,30142,913,32773,30983,"E",32843,30835,1,1,3,10,1,10,10,10
"E01031635",7251,15431,21453,31850,60,32659,30456,"E",32843,32192,3,5,7,10,1,10,10,10
"E01031616",21286,26900,23134,23004,5108,31756,23066,"E",32843,28987,7,9,8,8,2,10,8,9
"E01031654",12135,3289,23134,24661,26355,22682,32213,"E",32843,28905,4,2,8,8,9,7,10,9
"E01031630",20652,11631,5730,22497,8432,32702,25693,"E",32843,28074,7,4,2,7,3,10,8,9
"E01031648",16289,6393,23134,24346,9443,27649,28568,"E",32843,23986,5,2,8,8,3,9,9,8
"E01031619",16121,3594,21453,28509,4182,31103,31132,"E",32843,29819,5,2,7,9,2,10,10,10
"E01031668",18323,6219,16854,26050,15939,26130,30680,"E",32843,26057,6,2,6,8,5,8,10,8
"E01031677",13596,5824,12493,21431,4294,31967,26836,"E",32843,24207,5,2,4,7,2,10,9,8
"E01031687",7777,8563,13349,17082,1005,32486,14691,"E",32843,19598,3,3,5,6,1,10,5,6
"E01031637",19010,1571,16854,15642,26130,30480,20296,"E",32843,22123,6,1,6,5,8,10,7,7
"E01031646",5543,1550,26601,32704,10706,28684,32705,"E",32843,32539,2,1,9,10,4,9,10,10
"E01031633",7267,2528,14327,30045,41,32641,28796,"E",32843,29991,3,1,5,10,1,10,9,10
"E01031631",26172,13003,5396,13228,4283,32695,16382,"E",32843,24583,8,4,2,5,2,10,5,8
"E01031682",13634,4644,21453,32469,4303,31635,32332,"E",32843,32501,5,2,7,10,2,10,10,10
"E01031672",13076,3415,26601,25974,26956,19301,32346,"E",32843,29812,4,2,9,8,9,6,10,10
"E01031644",30103,9911,26601,31181,8592,26653,31698,"E",32843,32090,10,4,9,10,3,9,10,10
"E01031663",16859,3201,5730,17924,3383,32793,15253,"E",32843,22313,6,1,2,6,2,10,5,7
"E01031621",2873,2570,7780,32739,420,32770,31251,"E",32843,32400,1,1,3,10,1,10,10,10
"E01031625",4280,945,21453,32541,98,32727,31160,"E",32843,32462,2,1,7,10,1,10,10,10
"E01031652",9515,3826,8458,12631,26585,26310,8495,"E",32843,9353,3,2,3,4,9,9,3,3
"E01031639",10826,6104,23134,26077,27370,28203,31032,"E",32843,29585,4,2,8,8,9,9,10,10
"E01031665",2134,275,7780,27312,254,32755,24052,"E",32843,26177,1,1,3,9,1,10,8,8
"E01031660",1963,1151,23134,31534,914,31417,26971,"E",32843,29031,1,1,8,10,1,10,9,9
"E01031622",8146,4839,21453,32394,30,32648,31387,"E",32843,32459,3,2,7,10,1,10,10,10
"E01031681",13685,4204,21453,27319,4435,31618,31714,"E",32843,30309,5,2,7,9,2,10,10,10
"E01031614",22002,7999,6335,16447,2344,32565,17716,"E",32843,22600,7,3,2,6,1,10,6,7
"E01031636",31677,9244,18356,13003,30512,28678,26295,"E",32843,30084,10,3,6,4,10,9,9,10
"E01031678",13488,4120,21453,31929,4097,31892,32485,"E",32843,32419,5,2,7,10,2,10,10,10
"E01031667",12386,10250,16854,18626,11616,26675,23385,"E",32843,15402,4,4,6,6,4,9,8,5
"E01031641",25151,16610,14327,24898,3623,32436,31269,"E",32843,31322,8,6,5,8,2,10,10,10
"E01031688",13016,3378,16854,15127,27246,28779,25592,"E",32843,21809,4,2,6,5,9,9,8,7
"E01031634",7017,8951,14327,30006,1013,32390,25127,"E",32843,28408,3,3,5,10,1,10,8,9
"E01031627",15213,4831,7780,30284,2039,32715,32360,"E",32843,32113,5,2,3,10,1,10,10,10
"E01031662",21934,7611,7780,23646,4811,32783,27076,"E",32843,28969,7,3,3,8,2,10,9,9
"E01031655",14767,10040,26601,23361,27211,24865,27949,"E",32843,26773,5,4,9,8,9,8,9,9
"E01031673",3792,1524,18356,22700,5430,28525,26111,"E",32843,17477,2,1,6,7,2,9,8,6
"E01031620",20881,10724,13349,20798,8069,30829,23448,"E",32843,22249,7,4,5,7,3,10,8,7
"E01031679",3315,2635,14179,32377,21921,31277,24775,"E",32843,30302,2,1,5,10,7,10,8,10
"E01031632",1076,3242,14327,31817,636,32481,27970,"E",32843,30437,1,1,5,10,1,10,9,10
"E01031629",3277,1600,14327,30996,48,32658,29867,"E",32843,30793,1,1,5,10,1,10,10,10
"E01022006",30702,26490,265,5816,9435,23458,5266,"E",32843,14353,10,9,1,2,3,8,2,5
"E01022040",19579,20699,265,15432,17726,12667,13238,"E",32843,6558,6,7,1,5,6,4,5,2
"E01021999",25594,21628,4045,9458,5672,23784,10193,"E",32843,9216,8,7,2,3,2,8,4,3
"E01021986",24905,22381,7315,15623,18566,20437,17141,"E",32843,14515,8,7,3,5,6,7,6,5
"E01021991",939,6660,14327,23459,81,23896,16645,"E",32843,7641,1,3,5,8,1,8,6,3
"E01022015",18899,7651,6335,25267,6601,23052,29070,"E",32843,19299,6,3,2,8,3,8,9,6
"E01021994",27022,15957,265,13646,5193,21012,21066,"E",32843,11092,9,5,1,5,2,7,7,4
"E01021975",17496,15485,4045,10570,10949,10916,13805,"E",32843,2866,6,5,2,4,4,4,5,1
"E01021989",3627,20903,265,11681,8495,12538,15336,"E",32843,2320,2,7,1,4,3,4,5,1
"E01022002",4758,23075,12493,18446,7024,23438,17738,"E",32843,10600,2,8,4,6,3,8,6,4
"E01021971",1955,12931,14327,30101,3871,17181,19795,"E",32843,14108,1,4,5,10,2,6,7,5
"E01021993",7176,15251,5730,21172,2587,20785,17378,"E",32843,6524,3,5,2,7,1,7,6,2
"E01022049",24925,24621,7315,11957,28692,7955,9882,"E",32843,13419,8,8,3,4,9,3,4,5
"E01021998",21158,23722,4045,6007,6282,23472,4066,"E",32843,6128,7,8,2,2,2,8,2,2
"E01022047",1835,17062,7315,17723,1922,17219,14290,"E",32843,3306,1,6,3,6,1,6,5,2
"E01022033",22226,27438,265,11116,10681,13976,16269,"E",32843,9051,7,9,1,4,4,5,5,3
"E01022009",4401,9795,7315,19855,4432,20781,14822,"E",32843,4429,2,3,3,7,2,7,5,2
"E01022008",10254,16979,265,15291,6470,15476,16577,"E",32843,3481,4,6,1,5,2,5,6,2
"E01022030",12761,15669,265,3609,13967,10794,6396,"E",32843,742,4,5,1,2,5,4,2,1
"E01022011",3280,13176,7315,16523,3607,19003,12328,"E",32843,2799,1,5,3,6,2,6,4,1
